Ticker,InstOwnerPercent,TotalShareHolders,TotalInstitutionalShares,OwnerNames,SharesHeldIndividual,SharesValueIndividualin1000,TotalSharesinMarketinMillions,TotalValueHoldingsin1000
CRM,87.27%,955,"630,316,321",FMR LLC,"84,439,738","9,292,593",722,"$69,366 "
CRM,87.27%,955,"630,316,321",VANGUARD GROUP INC,"47,402,219","5,216,614",722,"$69,366 "
CRM,87.27%,955,"630,316,321",PRICE T ROWE ASSOCIATES INC /MD/,"47,235,047","5,198,217",722,"$69,366 "
CRM,87.27%,955,"630,316,321",BLACKROCK INC.,"39,040,432","4,296,400",722,"$69,366 "
CRM,87.27%,955,"630,316,321",STATE STREET CORP,"27,943,755","3,075,210",722,"$69,366 "
CRM,87.27%,955,"630,316,321",JENNISON ASSOCIATES LLC,"17,886,110","1,968,366",722,"$69,366 "
CRM,87.27%,955,"630,316,321",MORGAN STANLEY,"15,586,483","1,715,292",722,"$69,366 "
CRM,87.27%,955,"630,316,321",JANUS HENDERSON GROUP PLC,"13,435,212","1,478,545",722,"$69,366 "
CRM,87.27%,955,"630,316,321","SANDS CAPITAL MANAGEMENT, LLC","13,404,150","1,475,127",722,"$69,366 "
CRM,87.27%,955,"630,316,321",JANUS CAPITAL MANAGEMENT LLC,"10,755,181","1,183,608",722,"$69,366 "
CRM,87.27%,955,"630,316,321",BANK OF AMERICA CORP /DE/,"10,371,595","1,141,394",722,"$69,366 "
CRM,87.27%,955,"630,316,321",NORTHERN TRUST CORP,"10,095,501","1,111,010",722,"$69,366 "
CRM,87.27%,955,"630,316,321",TIAA CREF INVESTMENT MANAGEMENT LLC,"9,220,626","1,014,730",722,"$69,366 "
CRM,87.27%,955,"630,316,321",WELLINGTON MANAGEMENT GROUP LLP,"8,788,478","967,172",722,"$69,366 "
CRM,87.27%,955,"630,316,321",BANK OF NEW YORK MELLON CORP,"8,585,854","944,873",722,"$69,366 "
CRM,87.27%,955,"630,316,321",AMERIPRISE FINANCIAL INC,"6,971,840","767,251",722,"$69,366 "
CRM,87.27%,955,"630,316,321","WINSLOW CAPITAL MANAGEMENT, LLC","6,668,720","733,893",722,"$69,366 "
CRM,87.27%,955,"630,316,321",BAILLIE GIFFORD & CO,"6,423,793","706,938",722,"$69,366 "
CRM,87.27%,955,"630,316,321",LONE PINE CAPITAL LLC,"6,270,806","690,102",722,"$69,366 "
CRM,87.27%,955,"630,316,321",CITADEL ADVISORS LLC,"6,240,488","686,766",722,"$69,366 "
CRM,87.27%,955,"630,316,321","GEODE CAPITAL MANAGEMENT, LLC","6,239,374","686,643",722,"$69,366 "
CRM,87.27%,955,"630,316,321",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"6,031,067","663,719",722,"$69,366 "
CRM,87.27%,955,"630,316,321",WELLS FARGO & COMPANY/MN,"5,595,921","615,831",722,"$69,366 "
CRM,87.27%,955,"630,316,321",CAPITAL RESEARCH GLOBAL INVESTORS,"5,197,758","572,013",722,"$69,366 "
CRM,87.27%,955,"630,316,321",JPMORGAN CHASE & CO,"5,017,319","552,156",722,"$69,366 "
CRM,87.27%,955,"630,316,321",BROWN ADVISORY INC,"4,643,255","510,990",722,"$69,366 "
CRM,87.27%,955,"630,316,321",GOLDMAN SACHS GROUP INC,"4,146,499","456,322",722,"$69,366 "
CRM,87.27%,955,"630,316,321",AMERICAN CENTURY COMPANIES INC,"3,657,611","402,520",722,"$69,366 "
CRM,87.27%,955,"630,316,321",INVESCO LTD.,"3,618,401","398,205",722,"$69,366 "
CRM,87.27%,955,"630,316,321",FRED ALGER MANAGEMENT INC,"3,606,759","396,924",722,"$69,366 "
CRM,87.27%,955,"630,316,321",VIKING GLOBAL INVESTORS LP,"3,594,930","395,622",722,"$69,366 "
CRM,87.27%,955,"630,316,321",ALLIANZ ASSET MANAGEMENT GMBH,"3,489,908","384,064",722,"$69,366 "
CRM,87.27%,955,"630,316,321",FRANKLIN RESOURCES INC,"3,420,514","376,428",722,"$69,366 "
CRM,87.27%,955,"630,316,321",TYBOURNE CAPITAL MANAGEMENT HK LTD,"3,401,500","374,335",722,"$69,366 "
CRM,87.27%,955,"630,316,321","SUSTAINABLE GROWTH ADVISERS, LP","3,272,303","360,117",722,"$69,366 "
CRM,87.27%,955,"630,316,321",LEGAL & GENERAL GROUP PLC,"3,132,927","344,779",722,"$69,366 "
CRM,87.27%,955,"630,316,321",FIRST TRUST ADVISORS LP,"3,038,712","334,410",722,"$69,366 "
CRM,87.27%,955,"630,316,321","TEACHERS ADVISORS, LLC","2,855,714","314,271",722,"$69,366 "
CRM,87.27%,955,"630,316,321",UBS ASSET MANAGEMENT AMERICAS INC,"2,843,331","312,909",722,"$69,366 "
CRM,87.27%,955,"630,316,321",VOYA INVESTMENT MANAGEMENT LLC,"2,699,682","297,100",722,"$69,366 "
CRM,87.27%,955,"630,316,321",TCW GROUP INC,"2,683,774","295,349",722,"$69,366 "
CRM,87.27%,955,"630,316,321",WADDELL & REED FINANCIAL INC,"2,679,742","294,906",722,"$69,366 "
CRM,87.27%,955,"630,316,321",SWISS NATIONAL BANK,"2,516,972","276,993",722,"$69,366 "
CRM,87.27%,955,"630,316,321","ALYESKA INVESTMENT GROUP, L.P.","2,488,454","273,854",722,"$69,366 "
CRM,87.27%,955,"630,316,321","SUMITOMO MITSUI TRUST HOLDINGS, INC.","2,480,796","273,012",722,"$69,366 "
CSCO,75.69%,"2,022","3,741,893,699",VANGUARD GROUP INC,"357,896,367","14,437,539","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",BLACKROCK INC.,"340,945,454","13,753,740","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",STATE STREET CORP,"205,695,728","8,297,766","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",BANK OF AMERICA CORP /DE/,"118,752,841","4,790,490","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",BANK OF NEW YORK MELLON CORP,"109,030,856","4,398,305","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",WELLINGTON MANAGEMENT GROUP LLP,"93,017,907","3,752,342","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",FMR LLC,"89,931,838","3,627,850","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",INVESCO LTD.,"81,537,512","3,289,223","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",NORTHERN TRUST CORP,"68,097,815","2,747,066","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",DODGE & COX,"63,485,857","2,561,019","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",AMERIPRISE FINANCIAL INC,"62,709,508","2,529,702","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",WELLS FARGO & COMPANY/MN,"62,672,518","2,528,209","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",PRICE T ROWE ASSOCIATES INC /MD/,"55,814,106","2,251,541","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699","GEODE CAPITAL MANAGEMENT, LLC","54,855,479","2,212,870","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",DEUTSCHE BANK AG\,"54,171,642","2,185,284","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",DIMENSIONAL FUND ADVISORS LP,"48,741,535","1,966,234","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",LOOMIS SAYLES & CO L P,"42,707,800","1,722,833","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",MORGAN STANLEY,"39,731,335","1,602,762","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",GOLDMAN SACHS GROUP INC,"39,635,070","1,598,879","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",FRANKLIN RESOURCES INC,"38,754,514","1,563,357","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",NORDEA INVESTMENT MANAGEMENT AB,"34,013,570","1,372,107","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",BOSTON PARTNERS,"33,799,233","1,363,461","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",LAZARD ASSET MANAGEMENT LLC,"31,452,425","1,268,791","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",TIAA CREF INVESTMENT MANAGEMENT LLC,"27,748,177","1,119,361","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",PRIMECAP MANAGEMENT CO/CA/,"27,541,890","1,111,040","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",LSV ASSET MANAGEMENT,"27,511,862","1,109,829","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",LEGAL & GENERAL GROUP PLC,"26,866,399","1,083,791","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",UBS GROUP AG,"24,881,424","1,003,717","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",MASSACHUSETTS FINANCIAL SERVICES CO /MA/,"23,976,289","967,203","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",ALLIANCEBERNSTEIN L.P.,"22,363,340","902,137","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",MACQUARIE GROUP LTD,"22,037,561","888,995","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",JPMORGAN CHASE & CO,"21,277,893","858,350","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",SCHRODER INVESTMENT MANAGEMENT GROUP,"20,421,997","823,823","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",UBS ASSET MANAGEMENT AMERICAS INC,"20,369,380","821,701","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",YACKTMAN ASSET MANAGEMENT LP,"19,701,909","794,775","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",ROYAL BANK OF CANADA,"19,282,327","777,849","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",SWISS NATIONAL BANK,"18,749,393","756,351","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",CAPITAL RESEARCH GLOBAL INVESTORS,"18,427,357","743,360","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"17,762,489","716,539","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",AMERICAN INTERNATIONAL GROUP INC,"16,847,297","679,620","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699","FISHER ASSET MANAGEMENT, LLC","16,692,536","673,377","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",BANK OF MONTREAL /CAN/,"15,502,348","625,365","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699","SUMITOMO MITSUI TRUST HOLDINGS, INC.","15,328,178","618,339","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699","FIRST PACIFIC ADVISORS, LLC","14,186,260","572,274","4,944","$150,948 "
CSCO,75.69%,"2,022","3,741,893,699",NEW YORK STATE COMMON RETIREMENT FUND,"14,103,794","568,947","4,944","$150,948 "
CSRA,96.03%,369,"157,423,029",PRICE T ROWE ASSOCIATES INC /MD/,"25,193,895","789,829",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",VANGUARD GROUP INC,"20,091,823","629,879",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",FMR LLC,"15,441,558","484,093",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",BLACKROCK INC.,"9,208,861","288,698",164,"$4,935 "
CSRA,96.03%,369,"157,423,029","WILLIAM BLAIR INVESTMENT MANAGEMENT, LLC","6,048,003","189,605",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",CAUSEWAY CAPITAL MANAGEMENT LLC,"5,743,837","180,069",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",STATE STREET CORP,"5,503,716","172,541",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",FRANKLIN RESOURCES INC,"4,175,406","130,899",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",WADDELL & REED FINANCIAL INC,"3,156,650","98,961",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",PRUDENTIAL PLC,"2,373,800","74,419",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",GUGGENHEIM CAPITAL LLC,"2,049,059","64,238",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",IRIDIAN ASSET MANAGEMENT LLC/CT,"1,973,565","61,871",164,"$4,935 "
CSRA,96.03%,369,"157,423,029","GEODE CAPITAL MANAGEMENT, LLC","1,787,026","56,023",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",NORTHERN TRUST CORP,"1,715,404","53,778",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",ROYAL BANK OF CANADA,"1,641,829","51,471",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",WEDGE CAPITAL MANAGEMENT L L P/NC,"1,513,118","47,436",164,"$4,935 "
CSRA,96.03%,369,"157,423,029","D. E. SHAW & CO., INC.","1,478,054","46,337",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",RENAISSANCE TECHNOLOGIES LLC,"1,455,530","45,631",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",WELLINGTON MANAGEMENT GROUP LLP,"1,389,327","43,555",164,"$4,935 "
CSRA,96.03%,369,"157,423,029","STELLIAM INVESTMENT MANAGEMENT, LP","1,382,500","43,341",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",BANK OF NEW YORK MELLON CORP,"1,308,700","41,028",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",FIERA CAPITAL CORP,"1,296,181","40,635",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",PRUDENTIAL FINANCIAL INC,"1,286,187","40,322",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",TIAA CREF INVESTMENT MANAGEMENT LLC,"1,195,148","37,468",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",DEUTSCHE BANK AG\,"1,188,275","37,252",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",WELLS FARGO & COMPANY/MN,"1,160,733","36,389",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",JENNISON ASSOCIATES LLC,"1,145,856","35,923",164,"$4,935 "
CSRA,96.03%,369,"157,423,029","EPOCH INVESTMENT PARTNERS, INC.","1,145,561","35,913",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",AMERICAN CENTURY COMPANIES INC,"1,085,812","34,040",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"1,074,503","33,686",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",ALLIANZ ASSET MANAGEMENT GMBH,"1,067,590","33,469",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",BANK OF AMERICA CORP /DE/,"1,059,666","33,221",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",FEDERATED INVESTORS INC /PA/,"1,039,095","32,576",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",DIMENSIONAL FUND ADVISORS LP,"1,022,418","32,053",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",MILLENNIUM MANAGEMENT LLC,"930,540","29,172",164,"$4,935 "
CSRA,96.03%,369,"157,423,029","REINHART PARTNERS, INC.","883,007","27,682",164,"$4,935 "
CSRA,96.03%,369,"157,423,029","LORD, ABBETT & CO. LLC","868,810","27,237",164,"$4,935 "
CSRA,96.03%,369,"157,423,029","ASCEND CAPITAL, LLC","851,224","26,686",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",INVESCO LTD.,"848,899","26,613",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",BOSTON PARTNERS,"816,656","25,602",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",NEW YORK STATE COMMON RETIREMENT FUND,"791,034","24,799",164,"$4,935 "
CSRA,96.03%,369,"157,423,029","SCOUT INVESTMENTS, INC.","734,884","23,039",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",BANK OF MONTREAL /CAN/,"705,309","22,111",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",LEGAL & GENERAL GROUP PLC,"693,659","21,746",164,"$4,935 "
CSRA,96.03%,369,"157,423,029",POLAR ASSET MANAGEMENT PARTNERS INC.,"647,723","20,306",164,"$4,935 "
CSX,73.03%,"1,050","647,967,471",CAPITAL RESEARCH GLOBAL INVESTORS,"97,663,198","5,173,220",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",VANGUARD GROUP INC,"68,519,431","3,629,474",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",BLACKROCK INC.,"52,927,088","2,803,548",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",STATE STREET CORP,"36,655,358","1,941,634",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",JANUS HENDERSON GROUP PLC,"28,108,896","1,488,928",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",FMR LLC,"25,715,906","1,362,172",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",JANUS CAPITAL MANAGEMENT LLC,"16,620,538","880,390",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",INVESCO LTD.,"13,740,468","727,833",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",BANK OF AMERICA CORP /DE/,"10,974,131","581,300",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",NORTHERN TRUST CORP,"10,859,101","575,207",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",NEUBERGER BERMAN GROUP LLC,"10,535,165","558,048",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",BANK OF NEW YORK MELLON CORP,"9,710,708","514,376",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471","GEODE CAPITAL MANAGEMENT, LLC","9,245,712","489,745",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",DIMENSIONAL FUND ADVISORS LP,"7,178,061","380,222",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",EDGEPOINT INVESTMENT GROUP INC.,"7,091,545","375,639",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",STANDARD LIFE INVESTMENTS LTD,"6,454,641","341,902",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",GOLDMAN SACHS GROUP INC,"6,067,189","321,379",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",STANDARD LIFE ABERDEEN PLC,"6,005,942","318,135",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",EATON VANCE MANAGEMENT,"5,713,246","302,631",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",CAPITAL WORLD INVESTORS,"5,500,000","291,335",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",LEGAL & GENERAL GROUP PLC,"5,074,002","268,770",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",BRAHMAN CAPITAL CORP.,"4,876,700","258,319",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",DEUTSCHE BANK AG\,"4,580,536","242,631",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",WELLINGTON MANAGEMENT GROUP LLP,"4,473,886","236,982",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",TIAA CREF INVESTMENT MANAGEMENT LLC,"4,141,054","219,352",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",CAPITAL INTERNATIONAL INVESTORS,"4,108,100","217,606",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",ALLEGHANY CORP /DE,"4,000,000","211,880",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",PRIMECAP MANAGEMENT CO/CA/,"3,914,450","207,348",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",AMERIPRISE FINANCIAL INC,"3,891,700","206,143",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",OZ MANAGEMENT LP,"3,830,192","202,885",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",THRIVENT FINANCIAL FOR LUTHERANS,"3,750,599","198,669",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471","BLUE RIDGE CAPITAL, L.L.C.","3,655,540","193,634",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",POINTSTATE CAPITAL LP,"3,503,034","185,556",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",SWISS NATIONAL BANK,"3,371,420","178,584",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",PRICE T ROWE ASSOCIATES INC /MD/,"3,366,769","178,338",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471","SUMITOMO MITSUI TRUST HOLDINGS, INC.","3,230,954","171,144",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",APG ASSET MANAGEMENT N.V.,"3,218,644","170,492",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",MORGAN STANLEY,"3,196,737","169,331",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",SCHWAB CHARLES INVESTMENT MANAGEMENT INC,"3,179,120","168,398",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",WELLS FARGO & COMPANY/MN,"2,937,634","155,606",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",COMMONWEALTH BANK OF AUSTRALIA,"2,802,066","148,425",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",UBS ASSET MANAGEMENT AMERICAS INC,"2,773,286","146,901",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471","TEACHERS ADVISORS, LLC","2,721,019","144,132",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471",PARAMETRIC PORTFOLIO ASSOCIATES LLC,"2,642,057","139,950",887,"$34,323 "
CSX,73.03%,"1,050","647,967,471","PNC FINANCIAL SERVICES GROUP, INC.","2,562,431","135,732",887,"$34,323 "
CTAS,66.78%,601,"71,114,931",VANGUARD GROUP INC,"9,341,861","1,462,935",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",BLACKROCK INC.,"6,614,310","1,035,801",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",STATE STREET CORP,"4,382,879","686,359",106,"$11,137 "
CTAS,66.78%,601,"71,114,931","FIRST EAGLE INVESTMENT MANAGEMENT, LLC","2,858,698","447,672",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",FMR LLC,"2,047,930","320,706",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",FRANKLIN RESOURCES INC,"1,800,419","281,946",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",ARTISAN PARTNERS LIMITED PARTNERSHIP,"1,771,864","277,474",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",FORT WASHINGTON INVESTMENT ADVISORS INC /OH/,"1,622,128","254,025",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",PRICE T ROWE ASSOCIATES INC /MD/,"1,619,650","253,637",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",WELLINGTON MANAGEMENT GROUP LLP,"1,516,876","237,543",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",INVESCO LTD.,"1,316,192","206,116",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",NORTHERN TRUST CORP,"1,183,074","185,269",106,"$11,137 "
CTAS,66.78%,601,"71,114,931","GEODE CAPITAL MANAGEMENT, LLC","1,047,773","164,081",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",CONGRESS ASSET MANAGEMENT CO /MA,"992,320","155,397",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",FRONTIER CAPITAL MANAGEMENT CO LLC,"991,480","155,266",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",JANUS CAPITAL MANAGEMENT LLC,"972,342","152,269",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",GOLDMAN SACHS GROUP INC,"942,703","147,627",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",RENAISSANCE TECHNOLOGIES LLC,"896,368","140,371",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",JANUS HENDERSON GROUP PLC,"796,684","124,761",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",ROYAL BANK OF CANADA,"711,719","111,455",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",BANK OF NEW YORK MELLON CORP,"666,035","104,301",106,"$11,137 "
CTAS,66.78%,601,"71,114,931","JASPER RIDGE PARTNERS, L.P.","644,715","100,962",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",PICTET ASSET MANAGEMENT LTD,"565,595","88,572",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",DEUTSCHE BANK AG\,"555,025","86,917",106,"$11,137 "
CTAS,66.78%,601,"71,114,931","FIRST REPUBLIC INVESTMENT MANAGEMENT, INC.","508,458","79,625",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",LEGAL & GENERAL GROUP PLC,"507,536","79,480",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",ARTEMIS INVESTMENT MANAGEMENT LLP,"484,297","75,841",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",WELLS FARGO & COMPANY/MN,"474,671","74,333",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",PROSHARE ADVISORS LLC,"472,123","73,934",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",BANK OF AMERICA CORP /DE/,"461,068","72,203",106,"$11,137 "
CTAS,66.78%,601,"71,114,931","NICHOLAS COMPANY, INC.","449,435","70,382",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",AQR CAPITAL MANAGEMENT LLC,"439,346","68,802",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",DIMENSIONAL FUND ADVISORS LP,"430,511","67,418",106,"$11,137 "
CTAS,66.78%,601,"71,114,931","POINT72 ASSET MANAGEMENT, L.P.","428,016","67,027",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",GUGGENHEIM CAPITAL LLC,"417,719","65,415",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",JUNTO CAPITAL MANAGEMENT LP,"409,029","64,054",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",LONDON CO OF VIRGINIA,"405,164","63,449",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",SWISS NATIONAL BANK,"401,248","62,835",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",MARSHALL WACE NORTH AMERICA L.P.,"388,938","60,908",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",1832 ASSET MANAGEMENT L.P.,"377,581","59,129",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",ALKEON CAPITAL MANAGEMENT LLC,"367,210","57,505",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",NEW YORK STATE COMMON RETIREMENT FUND,"352,700","55,233",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",ROBECO INSTITUTIONAL ASSET MANAGEMENT B.V.,"334,939","52,451",106,"$11,137 "
CTAS,66.78%,601,"71,114,931",UBS ASSET MANAGEMENT AMERICAS INC,"333,460","52,220",106,"$11,137 "
CTAS,66.78%,601,"71,114,931","CLARKSTON CAPITAL PARTNERS, LLC","318,916","49,942",106,"$11,137 "
CTL,80.80%,861,"863,717,569",VANGUARD GROUP INC,"99,822,161","1,702,966","1,069","$14,735 "
CTL,80.80%,861,"863,717,569",TEMASEK HOLDINGS (PRIVATE) LTD,"92,904,239","1,584,946","1,069","$14,735 "
CTL,80.80%,861,"863,717,569",BLACKROCK INC.,"71,597,173","1,221,448","1,069","$14,735 "
CTL,80.80%,861,"863,717,569",STATE STREET CORP,"45,402,540","774,567","1,069","$14,735 "
CTL,80.80%,861,"863,717,569",SOUTHEASTERN ASSET MANAGEMENT INC/TN/,"39,691,814","677,142","1,069","$14,735 "
CTL,80.80%,861,"863,717,569",CAPITAL RESEARCH GLOBAL INVESTORS,"23,342,595","398,225","1,069","$14,735 "
